"MTU (CET/CEST),""Area"",""Sequence"",""Day-ahead Price (EUR/MWh)"",""Intraday Period (CET/CEST)"",""Intraday Price (EUR/MWh)"""
"01/01/2026 05:00:00 - 01/01/2026 05:15:00,""BZN|IT-North"",""Without Sequence"",""94.14"","""","""""
"01/01/2026 05:15:00 - 01/01/2026 05:30:00,""BZN|IT-North"",""Without Sequence"",""97.78"","""","""""
"01/01/2026 05:30:00 - 01/01/2026 05:45:00,""BZN|IT-North"",""Without Sequence"",""101.13"","""","""""
"01/01/2026 05:45:00 - 01/01/2026 06:00:00,""BZN|IT-North"",""Without Sequence"",""101.98"","""","""""
"01/01/2026 06:00:00 - 01/01/2026 06:15:00,""BZN|IT-North"",""Without Sequence"",""100.08"","""","""""
"01/01/2026 06:15:00 - 01/01/2026 06:30:00,""BZN|IT-North"",""Without Sequence"",""103.94"","""","""""
"01/01/2026 06:30:00 - 01/01/2026 06:45:00,""BZN|IT-North"",""Without Sequence"",""106.38"","""","""""
"01/01/2026 06:45:00 - 01/01/2026 07:00:00,""BZN|IT-North"",""Without Sequence"",""110.00"","""","""""
"01/01/2026 07:00:00 - 01/01/2026 07:15:00,""BZN|IT-North"",""Without Sequence"",""108.20"","""","""""
"01/01/2026 07:15:00 - 01/01/2026 07:30:00,""BZN|IT-North"",""Without Sequence"",""110.58"","""","""""
"01/01/2026 07:30:00 - 01/01/2026 07:45:00,""BZN|IT-North"",""Without Sequence"",""110.58"","""","""""
"01/01/2026 07:45:00 - 01/01/2026 08:00:00,""BZN|IT-North"",""Without Sequence"",""110.58"","""","""""
"01/01/2026 08:00:00 - 01/01/2026 08:15:00,""BZN|IT-North"",""Without Sequence"",""110.11"","""","""""
"01/01/2026 08:15:00 - 01/01/2026 08:30:00,""BZN|IT-North"",""Without Sequence"",""106.30"","""","""""
"01/01/2026 08:30:00 - 01/01/2026 08:45:00,""BZN|IT-North"",""Without Sequence"",""103.09"","""","""""
"01/01/2026 08:45:00 - 01/01/2026 09:00:00,""BZN|IT-North"",""Without Sequence"",""100.90"","""","""""
"01/01/2026 09:00:00 - 01/01/2026 09:15:00,""BZN|IT-North"",""Without Sequence"",""107.00"","""","""""
"01/01/2026 09:15:00 - 01/01/2026 09:30:00,""BZN|IT-North"",""Without Sequence"",""104.25"","""","""""
"01/01/2026 09:30:00 - 01/01/2026 09:45:00,""BZN|IT-North"",""Without Sequence"",""103.20"","""","""""
"01/01/2026 09:45:00 - 01/01/2026 10:00:00,""BZN|IT-North"",""Without Sequence"",""102.65"","""","""""
"01/01/2026 10:00:00 - 01/01/2026 10:15:00,""BZN|IT-North"",""Without Sequence"",""100.01"","""","""""
"01/01/2026 10:15:00 - 01/01/2026 10:30:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"01/01/2026 10:30:00 - 01/01/2026 10:45:00,""BZN|IT-North"",""Without Sequence"",""93.97"","""","""""
"01/01/2026 10:45:00 - 01/01/2026 11:00:00,""BZN|IT-North"",""Without Sequence"",""98.62"","""","""""
"01/01/2026 11:00:00 - 01/01/2026 11:15:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"01/01/2026 11:15:00 - 01/01/2026 11:30:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"01/01/2026 11:30:00 - 01/01/2026 11:45:00,""BZN|IT-North"",""Without Sequence"",""102.50"","""","""""
"01/01/2026 11:45:00 - 01/01/2026 12:00:00,""BZN|IT-North"",""Without Sequence"",""102.42"","""","""""
"01/01/2026 12:00:00 - 01/01/2026 12:15:00,""BZN|IT-North"",""Without Sequence"",""98.00"","""","""""
"01/01/2026 12:15:00 - 01/01/2026 12:30:00,""BZN|IT-North"",""Without Sequence"",""100.84"","""","""""
"01/01/2026 12:30:00 - 01/01/2026 12:45:00,""BZN|IT-North"",""Without Sequence"",""99.38"","""","""""
"01/01/2026 12:45:00 - 01/01/2026 13:00:00,""BZN|IT-North"",""Without Sequence"",""98.00"","""","""""
"01/01/2026 13:00:00 - 01/01/2026 13:15:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"01/01/2026 13:15:00 - 01/01/2026 13:30:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"01/01/2026 13:30:00 - 01/01/2026 13:45:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"01/01/2026 13:45:00 - 01/01/2026 14:00:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"01/01/2026 14:00:00 - 01/01/2026 14:15:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"01/01/2026 14:15:00 - 01/01/2026 14:30:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"01/01/2026 14:30:00 - 01/01/2026 14:45:00,""BZN|IT-North"",""Without Sequence"",""97.42"","""","""""
"01/01/2026 14:45:00 - 01/01/2026 15:00:00,""BZN|IT-North"",""Without Sequence"",""101.18"","""","""""
"01/01/2026 15:00:00 - 01/01/2026 15:15:00,""BZN|IT-North"",""Without Sequence"",""99.61"","""","""""
"01/01/2026 15:15:00 - 01/01/2026 15:30:00,""BZN|IT-North"",""Without Sequence"",""107.00"","""","""""
"01/01/2026 15:30:00 - 01/01/2026 15:45:00,""BZN|IT-North"",""Without Sequence"",""110.58"","""","""""
"01/01/2026 15:45:00 - 01/01/2026 16:00:00,""BZN|IT-North"",""Without Sequence"",""103.21"","""","""""
"01/01/2026 16:00:00 - 01/01/2026 16:15:00,""BZN|IT-North"",""Without Sequence"",""105.51"","""","""""
"01/01/2026 16:15:00 - 01/01/2026 16:30:00,""BZN|IT-North"",""Without Sequence"",""110.58"","""","""""
"01/01/2026 16:30:00 - 01/01/2026 16:45:00,""BZN|IT-North"",""Without Sequence"",""114.73"","""","""""
"01/01/2026 16:45:00 - 01/01/2026 17:00:00,""BZN|IT-North"",""Without Sequence"",""115.00"","""","""""
"01/01/2026 17:00:00 - 01/01/2026 17:15:00,""BZN|IT-North"",""Without Sequence"",""115.78"","""","""""
"01/01/2026 17:15:00 - 01/01/2026 17:30:00,""BZN|IT-North"",""Without Sequence"",""120.38"","""","""""
"01/01/2026 17:30:00 - 01/01/2026 17:45:00,""BZN|IT-North"",""Without Sequence"",""120.87"","""","""""
"01/01/2026 17:45:00 - 01/01/2026 18:00:00,""BZN|IT-North"",""Without Sequence"",""122.97"","""","""""
"01/01/2026 18:00:00 - 01/01/2026 18:15:00,""BZN|IT-North"",""Without Sequence"",""119.04"","""","""""
"01/01/2026 18:15:00 - 01/01/2026 18:30:00,""BZN|IT-North"",""Without Sequence"",""120.50"","""","""""
"01/01/2026 18:30:00 - 01/01/2026 18:45:00,""BZN|IT-North"",""Without Sequence"",""120.87"","""","""""
"01/01/2026 18:45:00 - 01/01/2026 19:00:00,""BZN|IT-North"",""Without Sequence"",""120.87"","""","""""
"01/01/2026 19:00:00 - 01/01/2026 19:15:00,""BZN|IT-North"",""Without Sequence"",""120.87"","""","""""
"01/01/2026 19:15:00 - 01/01/2026 19:30:00,""BZN|IT-North"",""Without Sequence"",""120.87"","""","""""
"01/01/2026 19:30:00 - 01/01/2026 19:45:00,""BZN|IT-North"",""Without Sequence"",""120.87"","""","""""
"01/01/2026 19:45:00 - 01/01/2026 20:00:00,""BZN|IT-North"",""Without Sequence"",""119.04"","""","""""
"01/01/2026 20:00:00 - 01/01/2026 20:15:00,""BZN|IT-North"",""Without Sequence"",""120.87"","""","""""
"01/01/2026 20:15:00 - 01/01/2026 20:30:00,""BZN|IT-North"",""Without Sequence"",""120.87"","""","""""
"01/01/2026 20:30:00 - 01/01/2026 20:45:00,""BZN|IT-North"",""Without Sequence"",""119.04"","""","""""
"01/01/2026 20:45:00 - 01/01/2026 21:00:00,""BZN|IT-North"",""Without Sequence"",""115.00"","""","""""
"01/01/2026 21:00:00 - 01/01/2026 21:15:00,""BZN|IT-North"",""Without Sequence"",""117.70"","""","""""
"01/01/2026 21:15:00 - 01/01/2026 21:30:00,""BZN|IT-North"",""Without Sequence"",""116.99"","""","""""
"01/01/2026 21:30:00 - 01/01/2026 21:45:00,""BZN|IT-North"",""Without Sequence"",""114.73"","""","""""
"01/01/2026 21:45:00 - 01/01/2026 22:00:00,""BZN|IT-North"",""Without Sequence"",""110.58"","""","""""
"01/01/2026 22:00:00 - 01/01/2026 22:15:00,""BZN|IT-North"",""Without Sequence"",""114.73"","""","""""
"01/01/2026 22:15:00 - 01/01/2026 22:30:00,""BZN|IT-North"",""Without Sequence"",""110.58"","""","""""
"01/01/2026 22:30:00 - 01/01/2026 22:45:00,""BZN|IT-North"",""Without Sequence"",""108.67"","""","""""
"01/01/2026 22:45:00 - 01/01/2026 23:00:00,""BZN|IT-North"",""Without Sequence"",""103.15"","""","""""
"01/01/2026 23:00:00 - 01/01/2026 23:15:00,""BZN|IT-North"",""Without Sequence"",""102.73"","""","""""
"01/01/2026 23:15:00 - 01/01/2026 23:30:00,""BZN|IT-North"",""Without Sequence"",""101.04"","""","""""
"01/01/2026 23:30:00 - 01/01/2026 23:45:00,""BZN|IT-North"",""Without Sequence"",""95.00"","""","""""
"01/01/2026 23:45:00 - 02/01/2026 00:00:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"02/01/2026 00:00:00 - 02/01/2026 00:15:00,""BZN|IT-North"",""Without Sequence"",""112.63"","""","""""
"02/01/2026 00:15:00 - 02/01/2026 00:30:00,""BZN|IT-North"",""Without Sequence"",""103.01"","""","""""
"02/01/2026 00:30:00 - 02/01/2026 00:45:00,""BZN|IT-North"",""Without Sequence"",""100.00"","""","""""
"02/01/2026 00:45:00 - 02/01/2026 01:00:00,""BZN|IT-North"",""Without Sequence"",""95.26"","""","""""
"02/01/2026 01:00:00 - 02/01/2026 01:15:00,""BZN|IT-North"",""Without Sequence"",""101.26"","""","""""
"02/01/2026 01:15:00 - 02/01/2026 01:30:00,""BZN|IT-North"",""Without Sequence"",""95.26"","""","""""
"02/01/2026 01:30:00 - 02/01/2026 01:45:00,""BZN|IT-North"",""Without Sequence"",""92.00"","""","""""
"02/01/2026 01:45:00 - 02/01/2026 02:00:00,""BZN|IT-North"",""Without Sequence"",""91.69"","""","""""
"02/01/2026 02:00:00 - 02/01/2026 02:15:00,""BZN|IT-North"",""Without Sequence"",""95.26"","""","""""
"02/01/2026 02:15:00 - 02/01/2026 02:30:00,""BZN|IT-North"",""Without Sequence"",""91.50"","""","""""
"02/01/2026 02:30:00 - 02/01/2026 02:45:00,""BZN|IT-North"",""Without Sequence"",""90.94"","""","""""
"02/01/2026 02:45:00 - 02/01/2026 03:00:00,""BZN|IT-North"",""Without Sequence"",""91.50"","""","""""
"02/01/2026 03:00:00 - 02/01/2026 03:15:00,""BZN|IT-North"",""Without Sequence"",""91.06"","""","""""
"02/01/2026 03:15:00 - 02/01/2026 03:30:00,""BZN|IT-North"",""Without Sequence"",""90.43"","""","""""
"02/01/2026 03:30:00 - 02/01/2026 03:45:00,""BZN|IT-North"",""Without Sequence"",""90.80"","""","""""
"02/01/2026 03:45:00 - 02/01/2026 04:00:00,""BZN|IT-North"",""Without Sequence"",""88.11"","""","""""
"02/01/2026 04:00:00 - 02/01/2026 04:15:00,""BZN|IT-North"",""Without Sequence"",""89.70"","""","""""
"02/01/2026 04:15:00 - 02/01/2026 04:30:00,""BZN|IT-North"",""Without Sequence"",""89.80"","""","""""
"02/01/2026 04:30:00 - 02/01/2026 04:45:00,""BZN|IT-North"",""Without Sequence"",""90.80"","""","""""
"02/01/2026 04:45:00 - 02/01/2026 05:00:00,""BZN|IT-North"",""Without Sequence"",""89.70"","""","""""
"02/01/2026 05:00:00 - 02/01/2026 05:15:00,""BZN|IT-North"",""Without Sequence"",""89.51"","""","""""
"02/01/2026 05:15:00 - 02/01/2026 05:30:00,""BZN|IT-North"",""Without Sequence"",""90.80"","""","""""
"02/01/2026 05:30:00 - 02/01/2026 05:45:00,""BZN|IT-North"",""Without Sequence"",""91.06"","""","""""
"02/01/2026 05:45:00 - 02/01/2026 06:00:00,""BZN|IT-North"",""Without Sequence"",""95.26"","""","""""
"02/01/2026 06:00:00 - 02/01/2026 06:15:00,""BZN|IT-North"",""Without Sequence"",""95.26"","""","""""
"02/01/2026 06:15:00 - 02/01/2026 06:30:00,""BZN|IT-North"",""Without Sequence"",""101.26"","""","""""
"02/01/2026 06:30:00 - 02/01/2026 06:45:00,""BZN|IT-North"",""Without Sequence"",""112.63"","""","""""
"02/01/2026 06:45:00 - 02/01/2026 07:00:00,""BZN|IT-North"",""Without Sequence"",""112.63"","""","""""
"02/01/2026 07:00:00 - 02/01/2026 07:15:00,""BZN|IT-North"",""Without Sequence"",""103.08"","""","""""
"02/01/2026 07:15:00 - 02/01/2026 07:30:00,""BZN|IT-North"",""Without Sequence"",""112.63"","""","""""
"02/01/2026 07:30:00 - 02/01/2026 07:45:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 07:45:00 - 02/01/2026 08:00:00,""BZN|IT-North"",""Without Sequence"",""118.28"","""","""""
"02/01/2026 08:00:00 - 02/01/2026 08:15:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 08:15:00 - 02/01/2026 08:30:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 08:30:00 - 02/01/2026 08:45:00,""BZN|IT-North"",""Without Sequence"",""123.49"","""","""""
"02/01/2026 08:45:00 - 02/01/2026 09:00:00,""BZN|IT-North"",""Without Sequence"",""124.56"","""","""""
"02/01/2026 09:00:00 - 02/01/2026 09:15:00,""BZN|IT-North"",""Without Sequence"",""124.56"","""","""""
"02/01/2026 09:15:00 - 02/01/2026 09:30:00,""BZN|IT-North"",""Without Sequence"",""123.49"","""","""""
"02/01/2026 09:30:00 - 02/01/2026 09:45:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 09:45:00 - 02/01/2026 10:00:00,""BZN|IT-North"",""Without Sequence"",""112.63"","""","""""
"02/01/2026 10:00:00 - 02/01/2026 10:15:00,""BZN|IT-North"",""Without Sequence"",""118.28"","""","""""
"02/01/2026 10:15:00 - 02/01/2026 10:30:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 10:30:00 - 02/01/2026 10:45:00,""BZN|IT-North"",""Without Sequence"",""103.08"","""","""""
"02/01/2026 10:45:00 - 02/01/2026 11:00:00,""BZN|IT-North"",""Without Sequence"",""103.08"","""","""""
"02/01/2026 11:00:00 - 02/01/2026 11:15:00,""BZN|IT-North"",""Without Sequence"",""110.32"","""","""""
"02/01/2026 11:15:00 - 02/01/2026 11:30:00,""BZN|IT-North"",""Without Sequence"",""103.08"","""","""""
"02/01/2026 11:30:00 - 02/01/2026 11:45:00,""BZN|IT-North"",""Without Sequence"",""101.26"","""","""""
"02/01/2026 11:45:00 - 02/01/2026 12:00:00,""BZN|IT-North"",""Without Sequence"",""101.26"","""","""""
"02/01/2026 12:00:00 - 02/01/2026 12:15:00,""BZN|IT-North"",""Without Sequence"",""99.73"","""","""""
"02/01/2026 12:15:00 - 02/01/2026 12:30:00,""BZN|IT-North"",""Without Sequence"",""100.08"","""","""""
"02/01/2026 12:30:00 - 02/01/2026 12:45:00,""BZN|IT-North"",""Without Sequence"",""98.67"","""","""""
"02/01/2026 12:45:00 - 02/01/2026 13:00:00,""BZN|IT-North"",""Without Sequence"",""95.50"","""","""""
"02/01/2026 13:00:00 - 02/01/2026 13:15:00,""BZN|IT-North"",""Without Sequence"",""95.55"","""","""""
"02/01/2026 13:15:00 - 02/01/2026 13:30:00,""BZN|IT-North"",""Without Sequence"",""95.84"","""","""""
"02/01/2026 13:30:00 - 02/01/2026 13:45:00,""BZN|IT-North"",""Without Sequence"",""95.55"","""","""""
"02/01/2026 13:45:00 - 02/01/2026 14:00:00,""BZN|IT-North"",""Without Sequence"",""97.04"","""","""""
"02/01/2026 14:00:00 - 02/01/2026 14:15:00,""BZN|IT-North"",""Without Sequence"",""95.26"","""","""""
"02/01/2026 14:15:00 - 02/01/2026 14:30:00,""BZN|IT-North"",""Without Sequence"",""97.92"","""","""""
"02/01/2026 14:30:00 - 02/01/2026 14:45:00,""BZN|IT-North"",""Without Sequence"",""101.26"","""","""""
"02/01/2026 14:45:00 - 02/01/2026 15:00:00,""BZN|IT-North"",""Without Sequence"",""103.76"","""","""""
"02/01/2026 15:00:00 - 02/01/2026 15:15:00,""BZN|IT-North"",""Without Sequence"",""95.26"","""","""""
"02/01/2026 15:15:00 - 02/01/2026 15:30:00,""BZN|IT-North"",""Without Sequence"",""104.20"","""","""""
"02/01/2026 15:30:00 - 02/01/2026 15:45:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 15:45:00 - 02/01/2026 16:00:00,""BZN|IT-North"",""Without Sequence"",""123.10"","""","""""
"02/01/2026 16:00:00 - 02/01/2026 16:15:00,""BZN|IT-North"",""Without Sequence"",""110.00"","""","""""
"02/01/2026 16:15:00 - 02/01/2026 16:30:00,""BZN|IT-North"",""Without Sequence"",""112.63"","""","""""
"02/01/2026 16:30:00 - 02/01/2026 16:45:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 16:45:00 - 02/01/2026 17:00:00,""BZN|IT-North"",""Without Sequence"",""125.00"","""","""""
"02/01/2026 17:00:00 - 02/01/2026 17:15:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 17:15:00 - 02/01/2026 17:30:00,""BZN|IT-North"",""Without Sequence"",""124.50"","""","""""
"02/01/2026 17:30:00 - 02/01/2026 17:45:00,""BZN|IT-North"",""Without Sequence"",""124.56"","""","""""
"02/01/2026 17:45:00 - 02/01/2026 18:00:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 18:00:00 - 02/01/2026 18:15:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 18:15:00 - 02/01/2026 18:30:00,""BZN|IT-North"",""Without Sequence"",""118.04"","""","""""
"02/01/2026 18:30:00 - 02/01/2026 18:45:00,""BZN|IT-North"",""Without Sequence"",""113.90"","""","""""
"02/01/2026 18:45:00 - 02/01/2026 19:00:00,""BZN|IT-North"",""Without Sequence"",""115.90"","""","""""
"02/01/2026 19:00:00 - 02/01/2026 19:15:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 19:15:00 - 02/01/2026 19:30:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 19:30:00 - 02/01/2026 19:45:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 19:45:00 - 02/01/2026 20:00:00,""BZN|IT-North"",""Without Sequence"",""124.56"","""","""""
"02/01/2026 20:00:00 - 02/01/2026 20:15:00,""BZN|IT-North"",""Without Sequence"",""124.56"","""","""""
"02/01/2026 20:15:00 - 02/01/2026 20:30:00,""BZN|IT-North"",""Without Sequence"",""117.28"","""","""""
"02/01/2026 20:30:00 - 02/01/2026 20:45:00,""BZN|IT-North"",""Without Sequence"",""111.00"","""","""""
"02/01/2026 20:45:00 - 02/01/2026 21:00:00,""BZN|IT-North"",""Without Sequence"",""107.16"","""","""""
"02/01/2026 21:00:00 - 02/01/2026 21:15:00,""BZN|IT-North"",""Without Sequence"",""118.28"","""","""""
"02/01/2026 21:15:00 - 02/01/2026 21:30:00,""BZN|IT-North"",""Without Sequence"",""114.68"","""","""""
"02/01/2026 21:30:00 - 02/01/2026 21:45:00,""BZN|IT-North"",""Without Sequence"",""110.00"","""","""""
"02/01/2026 21:45:00 - 02/01/2026 22:00:00,""BZN|IT-North"",""Without Sequence"",""97.04"","""","""""
"02/01/2026 22:00:00 - 02/01/2026 22:15:00,""BZN|IT-North"",""Without Sequence"",""110.19"","""","""""
"02/01/2026 22:15:00 - 02/01/2026 22:30:00,""BZN|IT-North"",""Without Sequence"",""105.64"","""","""""
"02/01/2026 22:30:00 - 02/01/2026 22:45:00,""BZN|IT-North"",""Without Sequence"",""104.91"","""","""""
"02/01/2026 22:45:00 - 02/01/2026 23:00:00,""BZN|IT-North"",""Without Sequence"",""99.66"","""","""""
"02/01/2026 23:00:00 - 02/01/2026 23:15:00,""BZN|IT-North"",""Without Sequence"",""103.57"","""","""""
"02/01/2026 23:15:00 - 02/01/2026 23:30:00,""BZN|IT-North"",""Without Sequence"",""97.04"","""","""""
"02/01/2026 23:30:00 - 02/01/2026 23:45:00,""BZN|IT-North"",""Without Sequence"",""95.26"","""","""""
"02/01/2026 23:45:00 - 03/01/2026 00:00:00,""BZN|IT-North"",""Without Sequence"",""93.60"","""","""""
"03/01/2026 00:00:00 - 03/01/2026 00:15:00,""BZN|IT-North"",""Without Sequence"",""110.17"","""","""""
"03/01/2026 00:15:00 - 03/01/2026 00:30:00,""BZN|IT-North"",""Without Sequence"",""102.60"","""","""""
"03/01/2026 00:30:00 - 03/01/2026 00:45:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 00:45:00 - 03/01/2026 01:00:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 01:00:00 - 03/01/2026 01:15:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 01:15:00 - 03/01/2026 01:30:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 01:30:00 - 03/01/2026 01:45:00,""BZN|IT-North"",""Without Sequence"",""91.40"","""","""""
"03/01/2026 01:45:00 - 03/01/2026 02:00:00,""BZN|IT-North"",""Without Sequence"",""91.40"","""","""""
"03/01/2026 02:00:00 - 03/01/2026 02:15:00,""BZN|IT-North"",""Without Sequence"",""91.40"","""","""""
"03/01/2026 02:15:00 - 03/01/2026 02:30:00,""BZN|IT-North"",""Without Sequence"",""90.20"","""","""""
"03/01/2026 02:30:00 - 03/01/2026 02:45:00,""BZN|IT-North"",""Without Sequence"",""88.06"","""","""""
"03/01/2026 02:45:00 - 03/01/2026 03:00:00,""BZN|IT-North"",""Without Sequence"",""90.10"","""","""""
"03/01/2026 03:00:00 - 03/01/2026 03:15:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 03:15:00 - 03/01/2026 03:30:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 03:30:00 - 03/01/2026 03:45:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 03:45:00 - 03/01/2026 04:00:00,""BZN|IT-North"",""Without Sequence"",""94.50"","""","""""
"03/01/2026 04:00:00 - 03/01/2026 04:15:00,""BZN|IT-North"",""Without Sequence"",""98.50"","""","""""
"03/01/2026 04:15:00 - 03/01/2026 04:30:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 04:30:00 - 03/01/2026 04:45:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 04:45:00 - 03/01/2026 05:00:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 05:00:00 - 03/01/2026 05:15:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 05:15:00 - 03/01/2026 05:30:00,""BZN|IT-North"",""Without Sequence"",""92.76"","""","""""
"03/01/2026 05:30:00 - 03/01/2026 05:45:00,""BZN|IT-North"",""Without Sequence"",""103.30"","""","""""
"03/01/2026 05:45:00 - 03/01/2026 06:00:00,""BZN|IT-North"",""Without Sequence"",""104.06"","""","""""
"03/01/2026 06:00:00 - 03/01/2026 06:15:00,""BZN|IT-North"",""Without Sequence"",""96.32"","""","""""
"03/01/2026 06:15:00 - 03/01/2026 06:30:00,""BZN|IT-North"",""Without Sequence"",""105.07"","""","""""
"03/01/2026 06:30:00 - 03/01/2026 06:45:00,""BZN|IT-North"",""Without Sequence"",""108.84"","""","""""
"03/01/2026 06:45:00 - 03/01/2026 07:00:00,""BZN|IT-North"",""Without Sequence"",""110.17"","""","""""
"03/01/2026 07:00:00 - 03/01/2026 07:15:00,""BZN|IT-North"",""Without Sequence"",""105.74"","""","""""
"03/01/2026 07:15:00 - 03/01/2026 07:30:00,""BZN|IT-North"",""Without Sequence"",""110.17"","""","""""
"03/01/2026 07:30:00 - 03/01/2026 07:45:00,""BZN|IT-North"",""Without Sequence"",""110.17"","""","""""
"03/01/2026 07:45:00 - 03/01/2026 08:00:00,""BZN|IT-North"",""Without Sequence"",""114.73"","""","""""
"03/01/2026 08:00:00 - 03/01/2026 08:15:00,""BZN|IT-North"",""Without Sequence"",""110.27"","""","""""
"03/01/2026 08:15:00 - 03/01/2026 08:30:00,""BZN|IT-North"",""Without Sequence"",""114.00"","""","""""
"03/01/2026 08:30:00 - 03/01/2026 08:45:00,""BZN|IT-North"",""Without Sequence"",""114.60"","""","""""
"03/01/2026 08:45:00 - 03/01/2026 09:00:00,""BZN|IT-North"",""Without Sequence"",""114.73"","""","""""
"03/01/2026 09:00:00 - 03/01/2026 09:15:00,""BZN|IT-North"",""Without Sequence"",""114.73"","""","""""
"03/01/2026 09:15:00 - 03/01/2026 09:30:00,""BZN|IT-North"",""Without Sequence"",""114.42"","""","""""
