"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2026 20:15:00 - 01/01/2026 20:30:00","BZN|BG","Without Sequence","123.48","",""
"01/01/2026 20:30:00 - 01/01/2026 20:45:00","BZN|BG","Without Sequence","104.06","",""
"01/01/2026 20:45:00 - 01/01/2026 21:00:00","BZN|BG","Without Sequence","104.05","",""
"01/01/2026 21:00:00 - 01/01/2026 21:15:00","BZN|BG","Without Sequence","104.06","",""
"01/01/2026 21:15:00 - 01/01/2026 21:30:00","BZN|BG","Without Sequence","104.06","",""
"01/01/2026 21:30:00 - 01/01/2026 21:45:00","BZN|BG","Without Sequence","84.71","",""
"01/01/2026 21:45:00 - 01/01/2026 22:00:00","BZN|BG","Without Sequence","67.16","",""
"01/01/2026 22:00:00 - 01/01/2026 22:15:00","BZN|BG","Without Sequence","104.06","",""
"01/01/2026 22:15:00 - 01/01/2026 22:30:00","BZN|BG","Without Sequence","126.37","",""
"01/01/2026 22:30:00 - 01/01/2026 22:45:00","BZN|BG","Without Sequence","104.06","",""
"01/01/2026 22:45:00 - 01/01/2026 23:00:00","BZN|BG","Without Sequence","98.42","",""
"01/01/2026 23:00:00 - 01/01/2026 23:15:00","BZN|BG","Without Sequence","89.52","",""
"01/01/2026 23:15:00 - 01/01/2026 23:30:00","BZN|BG","Without Sequence","50.89","",""
"01/01/2026 23:30:00 - 01/01/2026 23:45:00","BZN|BG","Without Sequence","52.28","",""
"01/01/2026 23:45:00 - 02/01/2026 00:00:00","BZN|BG","Without Sequence","40.50","",""
"02/01/2026 00:00:00 - 02/01/2026 00:15:00","BZN|BG","Without Sequence","92.04","",""
"02/01/2026 00:15:00 - 02/01/2026 00:30:00","BZN|BG","Without Sequence","87.05","",""
"02/01/2026 00:30:00 - 02/01/2026 00:45:00","BZN|BG","Without Sequence","92.88","",""
"02/01/2026 00:45:00 - 02/01/2026 01:00:00","BZN|BG","Without Sequence","92.46","",""
"02/01/2026 01:00:00 - 02/01/2026 01:15:00","BZN|BG","Without Sequence","92.17","",""
"02/01/2026 01:15:00 - 02/01/2026 01:30:00","BZN|BG","Without Sequence","87.27","",""
"02/01/2026 01:30:00 - 02/01/2026 01:45:00","BZN|BG","Without Sequence","83.50","",""
"02/01/2026 01:45:00 - 02/01/2026 02:00:00","BZN|BG","Without Sequence","81.94","",""
"02/01/2026 02:00:00 - 02/01/2026 02:15:00","BZN|BG","Without Sequence","80.61","",""
"02/01/2026 02:15:00 - 02/01/2026 02:30:00","BZN|BG","Without Sequence","79.95","",""
"02/01/2026 02:30:00 - 02/01/2026 02:45:00","BZN|BG","Without Sequence","77.64","",""
"02/01/2026 02:45:00 - 02/01/2026 03:00:00","BZN|BG","Without Sequence","75.39","",""
"02/01/2026 03:00:00 - 02/01/2026 03:15:00","BZN|BG","Without Sequence","74.71","",""
"02/01/2026 03:15:00 - 02/01/2026 03:30:00","BZN|BG","Without Sequence","74.98","",""
"02/01/2026 03:30:00 - 02/01/2026 03:45:00","BZN|BG","Without Sequence","80.28","",""
"02/01/2026 03:45:00 - 02/01/2026 04:00:00","BZN|BG","Without Sequence","77.49","",""
"02/01/2026 04:00:00 - 02/01/2026 04:15:00","BZN|BG","Without Sequence","80.19","",""
"02/01/2026 04:15:00 - 02/01/2026 04:30:00","BZN|BG","Without Sequence","77.71","",""
"02/01/2026 04:30:00 - 02/01/2026 04:45:00","BZN|BG","Without Sequence","80.35","",""
"02/01/2026 04:45:00 - 02/01/2026 05:00:00","BZN|BG","Without Sequence","80.34","",""
"02/01/2026 05:00:00 - 02/01/2026 05:15:00","BZN|BG","Without Sequence","81.67","",""
"02/01/2026 05:15:00 - 02/01/2026 05:30:00","BZN|BG","Without Sequence","81.07","",""
"02/01/2026 05:30:00 - 02/01/2026 05:45:00","BZN|BG","Without Sequence","84.06","",""
"02/01/2026 05:45:00 - 02/01/2026 06:00:00","BZN|BG","Without Sequence","97.30","",""
"02/01/2026 06:00:00 - 02/01/2026 06:15:00","BZN|BG","Without Sequence","98.13","",""
"02/01/2026 06:15:00 - 02/01/2026 06:30:00","BZN|BG","Without Sequence","101.47","",""
"02/01/2026 06:30:00 - 02/01/2026 06:45:00","BZN|BG","Without Sequence","104.05","",""
"02/01/2026 06:45:00 - 02/01/2026 07:00:00","BZN|BG","Without Sequence","118.12","",""
"02/01/2026 07:00:00 - 02/01/2026 07:15:00","BZN|BG","Without Sequence","104.05","",""
"02/01/2026 07:15:00 - 02/01/2026 07:30:00","BZN|BG","Without Sequence","104.05","",""
"02/01/2026 07:30:00 - 02/01/2026 07:45:00","BZN|BG","Without Sequence","104.06","",""
"02/01/2026 07:45:00 - 02/01/2026 08:00:00","BZN|BG","Without Sequence","104.05","",""
"02/01/2026 08:00:00 - 02/01/2026 08:15:00","BZN|BG","Without Sequence","98.87","",""
"02/01/2026 08:15:00 - 02/01/2026 08:30:00","BZN|BG","Without Sequence","98.95","",""
"02/01/2026 08:30:00 - 02/01/2026 08:45:00","BZN|BG","Without Sequence","98.96","",""
"02/01/2026 08:45:00 - 02/01/2026 09:00:00","BZN|BG","Without Sequence","87.66","",""
"02/01/2026 09:00:00 - 02/01/2026 09:15:00","BZN|BG","Without Sequence","100.96","",""
"02/01/2026 09:15:00 - 02/01/2026 09:30:00","BZN|BG","Without Sequence","95.28","",""
"02/01/2026 09:30:00 - 02/01/2026 09:45:00","BZN|BG","Without Sequence","86.67","",""
"02/01/2026 09:45:00 - 02/01/2026 10:00:00","BZN|BG","Without Sequence","81.10","",""
"02/01/2026 10:00:00 - 02/01/2026 10:15:00","BZN|BG","Without Sequence","94.23","",""
"02/01/2026 10:15:00 - 02/01/2026 10:30:00","BZN|BG","Without Sequence","86.10","",""
"02/01/2026 10:30:00 - 02/01/2026 10:45:00","BZN|BG","Without Sequence","81.74","",""
"02/01/2026 10:45:00 - 02/01/2026 11:00:00","BZN|BG","Without Sequence","79.79","",""
"02/01/2026 11:00:00 - 02/01/2026 11:15:00","BZN|BG","Without Sequence","88.03","",""
"02/01/2026 11:15:00 - 02/01/2026 11:30:00","BZN|BG","Without Sequence","85.13","",""
"02/01/2026 11:30:00 - 02/01/2026 11:45:00","BZN|BG","Without Sequence","82.94","",""
"02/01/2026 11:45:00 - 02/01/2026 12:00:00","BZN|BG","Without Sequence","81.08","",""
"02/01/2026 12:00:00 - 02/01/2026 12:15:00","BZN|BG","Without Sequence","81.14","",""
"02/01/2026 12:15:00 - 02/01/2026 12:30:00","BZN|BG","Without Sequence","80.41","",""
"02/01/2026 12:30:00 - 02/01/2026 12:45:00","BZN|BG","Without Sequence","80.36","",""
"02/01/2026 12:45:00 - 02/01/2026 13:00:00","BZN|BG","Without Sequence","80.36","",""
"02/01/2026 13:00:00 - 02/01/2026 13:15:00","BZN|BG","Without Sequence","78.31","",""
"02/01/2026 13:15:00 - 02/01/2026 13:30:00","BZN|BG","Without Sequence","80.93","",""
"02/01/2026 13:30:00 - 02/01/2026 13:45:00","BZN|BG","Without Sequence","83.76","",""
"02/01/2026 13:45:00 - 02/01/2026 14:00:00","BZN|BG","Without Sequence","102.73","",""
"02/01/2026 14:00:00 - 02/01/2026 14:15:00","BZN|BG","Without Sequence","81.50","",""
"02/01/2026 14:15:00 - 02/01/2026 14:30:00","BZN|BG","Without Sequence","85.47","",""
"02/01/2026 14:30:00 - 02/01/2026 14:45:00","BZN|BG","Without Sequence","98.68","",""
"02/01/2026 14:45:00 - 02/01/2026 15:00:00","BZN|BG","Without Sequence","105.75","",""
"02/01/2026 15:00:00 - 02/01/2026 15:15:00","BZN|BG","Without Sequence","91.66","",""
"02/01/2026 15:15:00 - 02/01/2026 15:30:00","BZN|BG","Without Sequence","98.65","",""
"02/01/2026 15:30:00 - 02/01/2026 15:45:00","BZN|BG","Without Sequence","110.82","",""
"02/01/2026 15:45:00 - 02/01/2026 16:00:00","BZN|BG","Without Sequence","122.92","",""
"02/01/2026 16:00:00 - 02/01/2026 16:15:00","BZN|BG","Without Sequence","108.64","",""
"02/01/2026 16:15:00 - 02/01/2026 16:30:00","BZN|BG","Without Sequence","120.92","",""
"02/01/2026 16:30:00 - 02/01/2026 16:45:00","BZN|BG","Without Sequence","117.44","",""
"02/01/2026 16:45:00 - 02/01/2026 17:00:00","BZN|BG","Without Sequence","117.90","",""
"02/01/2026 17:00:00 - 02/01/2026 17:15:00","BZN|BG","Without Sequence","125.85","",""
"02/01/2026 17:15:00 - 02/01/2026 17:30:00","BZN|BG","Without Sequence","116.24","",""
"02/01/2026 17:30:00 - 02/01/2026 17:45:00","BZN|BG","Without Sequence","115.04","",""
"02/01/2026 17:45:00 - 02/01/2026 18:00:00","BZN|BG","Without Sequence","114.72","",""
"02/01/2026 18:00:00 - 02/01/2026 18:15:00","BZN|BG","Without Sequence","115.91","",""
"02/01/2026 18:15:00 - 02/01/2026 18:30:00","BZN|BG","Without Sequence","121.12","",""
"02/01/2026 18:30:00 - 02/01/2026 18:45:00","BZN|BG","Without Sequence","113.79","",""
"02/01/2026 18:45:00 - 02/01/2026 19:00:00","BZN|BG","Without Sequence","114.30","",""
"02/01/2026 19:00:00 - 02/01/2026 19:15:00","BZN|BG","Without Sequence","117.06","",""
"02/01/2026 19:15:00 - 02/01/2026 19:30:00","BZN|BG","Without Sequence","120.11","",""
"02/01/2026 19:30:00 - 02/01/2026 19:45:00","BZN|BG","Without Sequence","120.19","",""
"02/01/2026 19:45:00 - 02/01/2026 20:00:00","BZN|BG","Without Sequence","115.52","",""
"02/01/2026 20:00:00 - 02/01/2026 20:15:00","BZN|BG","Without Sequence","124.21","",""
"02/01/2026 20:15:00 - 02/01/2026 20:30:00","BZN|BG","Without Sequence","116.50","",""
"02/01/2026 20:30:00 - 02/01/2026 20:45:00","BZN|BG","Without Sequence","115.23","",""
"02/01/2026 20:45:00 - 02/01/2026 21:00:00","BZN|BG","Without Sequence","104.05","",""
"02/01/2026 21:00:00 - 02/01/2026 21:15:00","BZN|BG","Without Sequence","116.74","",""
"02/01/2026 21:15:00 - 02/01/2026 21:30:00","BZN|BG","Without Sequence","104.06","",""
"02/01/2026 21:30:00 - 02/01/2026 21:45:00","BZN|BG","Without Sequence","101.18","",""
"02/01/2026 21:45:00 - 02/01/2026 22:00:00","BZN|BG","Without Sequence","92.22","",""
"02/01/2026 22:00:00 - 02/01/2026 22:15:00","BZN|BG","Without Sequence","104.06","",""
"02/01/2026 22:15:00 - 02/01/2026 22:30:00","BZN|BG","Without Sequence","97.46","",""
"02/01/2026 22:30:00 - 02/01/2026 22:45:00","BZN|BG","Without Sequence","93.64","",""
"02/01/2026 22:45:00 - 02/01/2026 23:00:00","BZN|BG","Without Sequence","85.57","",""
"02/01/2026 23:00:00 - 02/01/2026 23:15:00","BZN|BG","Without Sequence","87.37","",""
"02/01/2026 23:15:00 - 02/01/2026 23:30:00","BZN|BG","Without Sequence","83.59","",""
"02/01/2026 23:30:00 - 02/01/2026 23:45:00","BZN|BG","Without Sequence","83.14","",""
"02/01/2026 23:45:00 - 03/01/2026 00:00:00","BZN|BG","Without Sequence","78.97","",""
"03/01/2026 00:00:00 - 03/01/2026 00:15:00","BZN|BG","Without Sequence","84.34","",""
"03/01/2026 00:15:00 - 03/01/2026 00:30:00","BZN|BG","Without Sequence","82.79","",""
"03/01/2026 00:30:00 - 03/01/2026 00:45:00","BZN|BG","Without Sequence","78.84","",""
"03/01/2026 00:45:00 - 03/01/2026 01:00:00","BZN|BG","Without Sequence","75.74","",""
"03/01/2026 01:00:00 - 03/01/2026 01:15:00","BZN|BG","Without Sequence","80.90","",""
"03/01/2026 01:15:00 - 03/01/2026 01:30:00","BZN|BG","Without Sequence","77.99","",""
"03/01/2026 01:30:00 - 03/01/2026 01:45:00","BZN|BG","Without Sequence","79.53","",""
"03/01/2026 01:45:00 - 03/01/2026 02:00:00","BZN|BG","Without Sequence","81.70","",""
"03/01/2026 02:00:00 - 03/01/2026 02:15:00","BZN|BG","Without Sequence","84.33","",""
"03/01/2026 02:15:00 - 03/01/2026 02:30:00","BZN|BG","Without Sequence","81.01","",""
"03/01/2026 02:30:00 - 03/01/2026 02:45:00","BZN|BG","Without Sequence","79.11","",""
"03/01/2026 02:45:00 - 03/01/2026 03:00:00","BZN|BG","Without Sequence","78.57","",""
"03/01/2026 03:00:00 - 03/01/2026 03:15:00","BZN|BG","Without Sequence","82.51","",""
"03/01/2026 03:15:00 - 03/01/2026 03:30:00","BZN|BG","Without Sequence","81.10","",""
"03/01/2026 03:30:00 - 03/01/2026 03:45:00","BZN|BG","Without Sequence","79.26","",""
"03/01/2026 03:45:00 - 03/01/2026 04:00:00","BZN|BG","Without Sequence","76.35","",""
"03/01/2026 04:00:00 - 03/01/2026 04:15:00","BZN|BG","Without Sequence","79.14","",""
"03/01/2026 04:15:00 - 03/01/2026 04:30:00","BZN|BG","Without Sequence","77.07","",""
"03/01/2026 04:30:00 - 03/01/2026 04:45:00","BZN|BG","Without Sequence","76.58","",""
"03/01/2026 04:45:00 - 03/01/2026 05:00:00","BZN|BG","Without Sequence","76.73","",""
"03/01/2026 05:00:00 - 03/01/2026 05:15:00","BZN|BG","Without Sequence","75.02","",""
"03/01/2026 05:15:00 - 03/01/2026 05:30:00","BZN|BG","Without Sequence","75.81","",""
"03/01/2026 05:30:00 - 03/01/2026 05:45:00","BZN|BG","Without Sequence","75.30","",""
"03/01/2026 05:45:00 - 03/01/2026 06:00:00","BZN|BG","Without Sequence","79.06","",""
"03/01/2026 06:00:00 - 03/01/2026 06:15:00","BZN|BG","Without Sequence","76.93","",""
"03/01/2026 06:15:00 - 03/01/2026 06:30:00","BZN|BG","Without Sequence","77.27","",""
"03/01/2026 06:30:00 - 03/01/2026 06:45:00","BZN|BG","Without Sequence","79.36","",""
"03/01/2026 06:45:00 - 03/01/2026 07:00:00","BZN|BG","Without Sequence","83.66","",""
"03/01/2026 07:00:00 - 03/01/2026 07:15:00","BZN|BG","Without Sequence","78.56","",""
"03/01/2026 07:15:00 - 03/01/2026 07:30:00","BZN|BG","Without Sequence","82.00","",""
"03/01/2026 07:30:00 - 03/01/2026 07:45:00","BZN|BG","Without Sequence","86.34","",""
"03/01/2026 07:45:00 - 03/01/2026 08:00:00","BZN|BG","Without Sequence","88.79","",""
"03/01/2026 08:00:00 - 03/01/2026 08:15:00","BZN|BG","Without Sequence","87.85","",""
"03/01/2026 08:15:00 - 03/01/2026 08:30:00","BZN|BG","Without Sequence","90.35","",""
"03/01/2026 08:30:00 - 03/01/2026 08:45:00","BZN|BG","Without Sequence","91.91","",""
"03/01/2026 08:45:00 - 03/01/2026 09:00:00","BZN|BG","Without Sequence","92.65","",""
"03/01/2026 09:00:00 - 03/01/2026 09:15:00","BZN|BG","Without Sequence","95.35","",""
"03/01/2026 09:15:00 - 03/01/2026 09:30:00","BZN|BG","Without Sequence","95.63","",""
"03/01/2026 09:30:00 - 03/01/2026 09:45:00","BZN|BG","Without Sequence","94.34","",""
"03/01/2026 09:45:00 - 03/01/2026 10:00:00","BZN|BG","Without Sequence","85.25","",""
"03/01/2026 10:00:00 - 03/01/2026 10:15:00","BZN|BG","Without Sequence","98.94","",""
"03/01/2026 10:15:00 - 03/01/2026 10:30:00","BZN|BG","Without Sequence","95.00","",""
"03/01/2026 10:30:00 - 03/01/2026 10:45:00","BZN|BG","Without Sequence","91.45","",""
"03/01/2026 10:45:00 - 03/01/2026 11:00:00","BZN|BG","Without Sequence","87.85","",""
"03/01/2026 11:00:00 - 03/01/2026 11:15:00","BZN|BG","Without Sequence","91.95","",""
"03/01/2026 11:15:00 - 03/01/2026 11:30:00","BZN|BG","Without Sequence","89.00","",""
"03/01/2026 11:30:00 - 03/01/2026 11:45:00","BZN|BG","Without Sequence","87.85","",""
"03/01/2026 11:45:00 - 03/01/2026 12:00:00","BZN|BG","Without Sequence","86.03","",""
"03/01/2026 12:00:00 - 03/01/2026 12:15:00","BZN|BG","Without Sequence","87.85","",""
"03/01/2026 12:15:00 - 03/01/2026 12:30:00","BZN|BG","Without Sequence","87.06","",""
"03/01/2026 12:30:00 - 03/01/2026 12:45:00","BZN|BG","Without Sequence","87.16","",""
"03/01/2026 12:45:00 - 03/01/2026 13:00:00","BZN|BG","Without Sequence","87.58","",""
"03/01/2026 13:00:00 - 03/01/2026 13:15:00","BZN|BG","Without Sequence","85.85","",""
"03/01/2026 13:15:00 - 03/01/2026 13:30:00","BZN|BG","Without Sequence","85.55","",""
"03/01/2026 13:30:00 - 03/01/2026 13:45:00","BZN|BG","Without Sequence","86.03","",""
"03/01/2026 13:45:00 - 03/01/2026 14:00:00","BZN|BG","Without Sequence","88.99","",""
"03/01/2026 14:00:00 - 03/01/2026 14:15:00","BZN|BG","Without Sequence","85.11","",""
"03/01/2026 14:15:00 - 03/01/2026 14:30:00","BZN|BG","Without Sequence","88.15","",""
"03/01/2026 14:30:00 - 03/01/2026 14:45:00","BZN|BG","Without Sequence","90.70","",""
"03/01/2026 14:45:00 - 03/01/2026 15:00:00","BZN|BG","Without Sequence","99.55","",""
"03/01/2026 15:00:00 - 03/01/2026 15:15:00","BZN|BG","Without Sequence","90.00","",""
"03/01/2026 15:15:00 - 03/01/2026 15:30:00","BZN|BG","Without Sequence","94.79","",""
"03/01/2026 15:30:00 - 03/01/2026 15:45:00","BZN|BG","Without Sequence","108.53","",""
"03/01/2026 15:45:00 - 03/01/2026 16:00:00","BZN|BG","Without Sequence","123.85","",""
"03/01/2026 16:00:00 - 03/01/2026 16:15:00","BZN|BG","Without Sequence","102.88","",""
"03/01/2026 16:15:00 - 03/01/2026 16:30:00","BZN|BG","Without Sequence","111.05","",""
"03/01/2026 16:30:00 - 03/01/2026 16:45:00","BZN|BG","Without Sequence","112.28","",""
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","BZN|BG","Without Sequence","112.82","",""
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","BZN|BG","Without Sequence","113.87","",""
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","BZN|BG","Without Sequence","110.11","",""
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","BZN|BG","Without Sequence","111.01","",""
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","BZN|BG","Without Sequence","111.91","",""
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","BZN|BG","Without Sequence","115.82","",""
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","BZN|BG","Without Sequence","112.35","",""
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","BZN|BG","Without Sequence","114.56","",""
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","BZN|BG","Without Sequence","110.60","",""
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","BZN|BG","Without Sequence","111.71","",""
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","BZN|BG","Without Sequence","115.02","",""
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","BZN|BG","Without Sequence","111.24","",""
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","BZN|BG","Without Sequence","113.48","",""
"03/01/2026 20:00:00 - 03/01/2026 20:15:00","BZN|BG","Without Sequence","115.40","",""
"03/01/2026 20:15:00 - 03/01/2026 20:30:00","BZN|BG","Without Sequence","112.97","",""
"03/01/2026 20:30:00 - 03/01/2026 20:45:00","BZN|BG","Without Sequence","109.67","",""
"03/01/2026 20:45:00 - 03/01/2026 21:00:00","BZN|BG","Without Sequence","104.76","",""
"03/01/2026 21:00:00 - 03/01/2026 21:15:00","BZN|BG","Without Sequence","115.57","",""
