"MTU (CET/CEST),""Area"",""Sequence"",""Day-ahead Price (EUR/MWh)"",""Intraday Period (CET/CEST)"",""Intraday Price (EUR/MWh)"""
"01/01/2025 11:00:00 - 01/01/2025 11:15:00,""BZN|IT-North"",""Without Sequence"",""120.22"","""","""""
"01/01/2025 11:15:00 - 01/01/2025 11:30:00,""BZN|IT-North"",""Without Sequence"",""120.22"","""","""""
"01/01/2025 11:30:00 - 01/01/2025 11:45:00,""BZN|IT-North"",""Without Sequence"",""120.22"","""","""""
"01/01/2025 11:45:00 - 01/01/2025 12:00:00,""BZN|IT-North"",""Without Sequence"",""120.22"","""","""""
"01/01/2025 12:00:00 - 01/01/2025 12:15:00,""BZN|IT-North"",""Without Sequence"",""121.00"","""","""""
"01/01/2025 12:15:00 - 01/01/2025 12:30:00,""BZN|IT-North"",""Without Sequence"",""121.00"","""","""""
"01/01/2025 12:30:00 - 01/01/2025 12:45:00,""BZN|IT-North"",""Without Sequence"",""121.00"","""","""""
"01/01/2025 12:45:00 - 01/01/2025 13:00:00,""BZN|IT-North"",""Without Sequence"",""121.00"","""","""""
"01/01/2025 13:00:00 - 01/01/2025 13:15:00,""BZN|IT-North"",""Without Sequence"",""116.68"","""","""""
"01/01/2025 13:15:00 - 01/01/2025 13:30:00,""BZN|IT-North"",""Without Sequence"",""116.68"","""","""""
"01/01/2025 13:30:00 - 01/01/2025 13:45:00,""BZN|IT-North"",""Without Sequence"",""116.68"","""","""""
"01/01/2025 13:45:00 - 01/01/2025 14:00:00,""BZN|IT-North"",""Without Sequence"",""116.68"","""","""""
"01/01/2025 14:00:00 - 01/01/2025 14:15:00,""BZN|IT-North"",""Without Sequence"",""122.43"","""","""""
"01/01/2025 14:15:00 - 01/01/2025 14:30:00,""BZN|IT-North"",""Without Sequence"",""122.43"","""","""""
"01/01/2025 14:30:00 - 01/01/2025 14:45:00,""BZN|IT-North"",""Without Sequence"",""122.43"","""","""""
"01/01/2025 14:45:00 - 01/01/2025 15:00:00,""BZN|IT-North"",""Without Sequence"",""122.43"","""","""""
"01/01/2025 15:00:00 - 01/01/2025 15:15:00,""BZN|IT-North"",""Without Sequence"",""134.40"","""","""""
"01/01/2025 15:15:00 - 01/01/2025 15:30:00,""BZN|IT-North"",""Without Sequence"",""134.40"","""","""""
"01/01/2025 15:30:00 - 01/01/2025 15:45:00,""BZN|IT-North"",""Without Sequence"",""134.40"","""","""""
"01/01/2025 15:45:00 - 01/01/2025 16:00:00,""BZN|IT-North"",""Without Sequence"",""134.40"","""","""""
"01/01/2025 16:00:00 - 01/01/2025 16:15:00,""BZN|IT-North"",""Without Sequence"",""148.34"","""","""""
"01/01/2025 16:15:00 - 01/01/2025 16:30:00,""BZN|IT-North"",""Without Sequence"",""148.34"","""","""""
"01/01/2025 16:30:00 - 01/01/2025 16:45:00,""BZN|IT-North"",""Without Sequence"",""148.34"","""","""""
"01/01/2025 16:45:00 - 01/01/2025 17:00:00,""BZN|IT-North"",""Without Sequence"",""148.34"","""","""""
"01/01/2025 17:00:00 - 01/01/2025 17:15:00,""BZN|IT-North"",""Without Sequence"",""170.00"","""","""""
"01/01/2025 17:15:00 - 01/01/2025 17:30:00,""BZN|IT-North"",""Without Sequence"",""170.00"","""","""""
"01/01/2025 17:30:00 - 01/01/2025 17:45:00,""BZN|IT-North"",""Without Sequence"",""170.00"","""","""""
"01/01/2025 17:45:00 - 01/01/2025 18:00:00,""BZN|IT-North"",""Without Sequence"",""170.00"","""","""""
"01/01/2025 18:00:00 - 01/01/2025 18:15:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 18:15:00 - 01/01/2025 18:30:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 18:30:00 - 01/01/2025 18:45:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 18:45:00 - 01/01/2025 19:00:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 19:00:00 - 01/01/2025 19:15:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 19:15:00 - 01/01/2025 19:30:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 19:30:00 - 01/01/2025 19:45:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 19:45:00 - 01/01/2025 20:00:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 20:00:00 - 01/01/2025 20:15:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 20:15:00 - 01/01/2025 20:30:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 20:30:00 - 01/01/2025 20:45:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 20:45:00 - 01/01/2025 21:00:00,""BZN|IT-North"",""Without Sequence"",""174.00"","""","""""
"01/01/2025 21:00:00 - 01/01/2025 21:15:00,""BZN|IT-North"",""Without Sequence"",""163.12"","""","""""
"01/01/2025 21:15:00 - 01/01/2025 21:30:00,""BZN|IT-North"",""Without Sequence"",""163.12"","""","""""
"01/01/2025 21:30:00 - 01/01/2025 21:45:00,""BZN|IT-North"",""Without Sequence"",""163.12"","""","""""
"01/01/2025 21:45:00 - 01/01/2025 22:00:00,""BZN|IT-North"",""Without Sequence"",""163.12"","""","""""
"01/01/2025 22:00:00 - 01/01/2025 22:15:00,""BZN|IT-North"",""Without Sequence"",""150.00"","""","""""
"01/01/2025 22:15:00 - 01/01/2025 22:30:00,""BZN|IT-North"",""Without Sequence"",""150.00"","""","""""
"01/01/2025 22:30:00 - 01/01/2025 22:45:00,""BZN|IT-North"",""Without Sequence"",""150.00"","""","""""
"01/01/2025 22:45:00 - 01/01/2025 23:00:00,""BZN|IT-North"",""Without Sequence"",""150.00"","""","""""
"01/01/2025 23:00:00 - 01/01/2025 23:15:00,""BZN|IT-North"",""Without Sequence"",""135.99"","""","""""
"01/01/2025 23:15:00 - 01/01/2025 23:30:00,""BZN|IT-North"",""Without Sequence"",""135.99"","""","""""
"01/01/2025 23:30:00 - 01/01/2025 23:45:00,""BZN|IT-North"",""Without Sequence"",""135.99"","""","""""
"01/01/2025 23:45:00 - 02/01/2025 00:00:00,""BZN|IT-North"",""Without Sequence"",""135.99"","""","""""
"02/01/2025 00:00:00 - 02/01/2025 00:15:00,""BZN|IT-North"",""Without Sequence"",""131.00"","""","""""
"02/01/2025 00:15:00 - 02/01/2025 00:30:00,""BZN|IT-North"",""Without Sequence"",""131.00"","""","""""
"02/01/2025 00:30:00 - 02/01/2025 00:45:00,""BZN|IT-North"",""Without Sequence"",""131.00"","""","""""
"02/01/2025 00:45:00 - 02/01/2025 01:00:00,""BZN|IT-North"",""Without Sequence"",""131.00"","""","""""
"02/01/2025 01:00:00 - 02/01/2025 01:15:00,""BZN|IT-North"",""Without Sequence"",""126.09"","""","""""
"02/01/2025 01:15:00 - 02/01/2025 01:30:00,""BZN|IT-North"",""Without Sequence"",""126.09"","""","""""
"02/01/2025 01:30:00 - 02/01/2025 01:45:00,""BZN|IT-North"",""Without Sequence"",""126.09"","""","""""
"02/01/2025 01:45:00 - 02/01/2025 02:00:00,""BZN|IT-North"",""Without Sequence"",""126.09"","""","""""
"02/01/2025 02:00:00 - 02/01/2025 02:15:00,""BZN|IT-North"",""Without Sequence"",""117.54"","""","""""
"02/01/2025 02:15:00 - 02/01/2025 02:30:00,""BZN|IT-North"",""Without Sequence"",""117.54"","""","""""
"02/01/2025 02:30:00 - 02/01/2025 02:45:00,""BZN|IT-North"",""Without Sequence"",""117.54"","""","""""
"02/01/2025 02:45:00 - 02/01/2025 03:00:00,""BZN|IT-North"",""Without Sequence"",""117.54"","""","""""
"02/01/2025 03:00:00 - 02/01/2025 03:15:00,""BZN|IT-North"",""Without Sequence"",""115.78"","""","""""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00,""BZN|IT-North"",""Without Sequence"",""115.78"","""","""""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00,""BZN|IT-North"",""Without Sequence"",""115.78"","""","""""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00,""BZN|IT-North"",""Without Sequence"",""115.78"","""","""""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00,""BZN|IT-North"",""Without Sequence"",""117.40"","""","""""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00,""BZN|IT-North"",""Without Sequence"",""117.40"","""","""""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00,""BZN|IT-North"",""Without Sequence"",""117.40"","""","""""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00,""BZN|IT-North"",""Without Sequence"",""117.40"","""","""""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00,""BZN|IT-North"",""Without Sequence"",""124.87"","""","""""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00,""BZN|IT-North"",""Without Sequence"",""124.87"","""","""""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00,""BZN|IT-North"",""Without Sequence"",""124.87"","""","""""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00,""BZN|IT-North"",""Without Sequence"",""124.87"","""","""""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00,""BZN|IT-North"",""Without Sequence"",""134.21"","""","""""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00,""BZN|IT-North"",""Without Sequence"",""134.21"","""","""""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00,""BZN|IT-North"",""Without Sequence"",""134.21"","""","""""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00,""BZN|IT-North"",""Without Sequence"",""134.21"","""","""""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00,""BZN|IT-North"",""Without Sequence"",""155.64"","""","""""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00,""BZN|IT-North"",""Without Sequence"",""155.64"","""","""""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00,""BZN|IT-North"",""Without Sequence"",""155.64"","""","""""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00,""BZN|IT-North"",""Without Sequence"",""155.64"","""","""""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00,""BZN|IT-North"",""Without Sequence"",""164.01"","""","""""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00,""BZN|IT-North"",""Without Sequence"",""164.01"","""","""""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00,""BZN|IT-North"",""Without Sequence"",""164.01"","""","""""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00,""BZN|IT-North"",""Without Sequence"",""164.01"","""","""""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00,""BZN|IT-North"",""Without Sequence"",""160.00"","""","""""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00,""BZN|IT-North"",""Without Sequence"",""160.00"","""","""""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00,""BZN|IT-North"",""Without Sequence"",""160.00"","""","""""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00,""BZN|IT-North"",""Without Sequence"",""160.00"","""","""""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00,""BZN|IT-North"",""Without Sequence"",""142.28"","""","""""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00,""BZN|IT-North"",""Without Sequence"",""142.28"","""","""""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00,""BZN|IT-North"",""Without Sequence"",""142.28"","""","""""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00,""BZN|IT-North"",""Without Sequence"",""142.28"","""","""""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00,""BZN|IT-North"",""Without Sequence"",""134.21"","""","""""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00,""BZN|IT-North"",""Without Sequence"",""134.21"","""","""""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00,""BZN|IT-North"",""Without Sequence"",""134.21"","""","""""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00,""BZN|IT-North"",""Without Sequence"",""134.21"","""","""""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00,""BZN|IT-North"",""Without Sequence"",""131.65"","""","""""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00,""BZN|IT-North"",""Without Sequence"",""131.65"","""","""""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00,""BZN|IT-North"",""Without Sequence"",""131.65"","""","""""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00,""BZN|IT-North"",""Without Sequence"",""131.65"","""","""""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00,""BZN|IT-North"",""Without Sequence"",""130.26"","""","""""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00,""BZN|IT-North"",""Without Sequence"",""130.26"","""","""""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00,""BZN|IT-North"",""Without Sequence"",""130.26"","""","""""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00,""BZN|IT-North"",""Without Sequence"",""130.26"","""","""""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00,""BZN|IT-North"",""Without Sequence"",""132.41"","""","""""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00,""BZN|IT-North"",""Without Sequence"",""132.41"","""","""""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00,""BZN|IT-North"",""Without Sequence"",""132.41"","""","""""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00,""BZN|IT-North"",""Without Sequence"",""132.41"","""","""""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00,""BZN|IT-North"",""Without Sequence"",""135.29"","""","""""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00,""BZN|IT-North"",""Without Sequence"",""135.29"","""","""""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00,""BZN|IT-North"",""Without Sequence"",""135.29"","""","""""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00,""BZN|IT-North"",""Without Sequence"",""135.29"","""","""""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00,""BZN|IT-North"",""Without Sequence"",""170.00"","""","""""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00,""BZN|IT-North"",""Without Sequence"",""170.00"","""","""""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00,""BZN|IT-North"",""Without Sequence"",""170.00"","""","""""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00,""BZN|IT-North"",""Without Sequence"",""170.00"","""","""""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00,""BZN|IT-North"",""Without Sequence"",""159.64"","""","""""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00,""BZN|IT-North"",""Without Sequence"",""150.29"","""","""""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00,""BZN|IT-North"",""Without Sequence"",""150.29"","""","""""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00,""BZN|IT-North"",""Without Sequence"",""150.29"","""","""""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00,""BZN|IT-North"",""Without Sequence"",""150.29"","""","""""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00,""BZN|IT-North"",""Without Sequence"",""134.99"","""","""""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00,""BZN|IT-North"",""Without Sequence"",""134.99"","""","""""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00,""BZN|IT-North"",""Without Sequence"",""134.99"","""","""""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00,""BZN|IT-North"",""Without Sequence"",""134.99"","""","""""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00,""BZN|IT-North"",""Without Sequence"",""132.12"","""","""""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00,""BZN|IT-North"",""Without Sequence"",""132.12"","""","""""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00,""BZN|IT-North"",""Without Sequence"",""132.12"","""","""""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00,""BZN|IT-North"",""Without Sequence"",""132.12"","""","""""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00,""BZN|IT-North"",""Without Sequence"",""124.98"","""","""""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00,""BZN|IT-North"",""Without Sequence"",""124.98"","""","""""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00,""BZN|IT-North"",""Without Sequence"",""124.98"","""","""""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00,""BZN|IT-North"",""Without Sequence"",""124.98"","""","""""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00,""BZN|IT-North"",""Without Sequence"",""117.10"","""","""""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00,""BZN|IT-North"",""Without Sequence"",""117.10"","""","""""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00,""BZN|IT-North"",""Without Sequence"",""117.10"","""","""""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00,""BZN|IT-North"",""Without Sequence"",""117.10"","""","""""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00,""BZN|IT-North"",""Without Sequence"",""105.00"","""","""""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00,""BZN|IT-North"",""Without Sequence"",""105.00"","""","""""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00,""BZN|IT-North"",""Without Sequence"",""105.00"","""","""""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00,""BZN|IT-North"",""Without Sequence"",""105.00"","""","""""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00,""BZN|IT-North"",""Without Sequence"",""97.00"","""","""""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00,""BZN|IT-North"",""Without Sequence"",""97.00"","""","""""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00,""BZN|IT-North"",""Without Sequence"",""97.00"","""","""""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00,""BZN|IT-North"",""Without Sequence"",""97.00"","""","""""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00,""BZN|IT-North"",""Without Sequence"",""97.00"","""","""""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00,""BZN|IT-North"",""Without Sequence"",""97.00"","""","""""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00,""BZN|IT-North"",""Without Sequence"",""97.00"","""","""""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00,""BZN|IT-North"",""Without Sequence"",""97.00"","""","""""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00,""BZN|IT-North"",""Without Sequence"",""99.78"","""","""""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00,""BZN|IT-North"",""Without Sequence"",""99.78"","""","""""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00,""BZN|IT-North"",""Without Sequence"",""99.78"","""","""""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00,""BZN|IT-North"",""Without Sequence"",""99.78"","""","""""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00,""BZN|IT-North"",""Without Sequence"",""105.00"","""","""""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00,""BZN|IT-North"",""Without Sequence"",""105.00"","""","""""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00,""BZN|IT-North"",""Without Sequence"",""105.00"","""","""""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00,""BZN|IT-North"",""Without Sequence"",""105.00"","""","""""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00,""BZN|IT-North"",""Without Sequence"",""121.98"","""","""""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00,""BZN|IT-North"",""Without Sequence"",""121.98"","""","""""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00,""BZN|IT-North"",""Without Sequence"",""121.98"","""","""""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00,""BZN|IT-North"",""Without Sequence"",""121.98"","""","""""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00,""BZN|IT-North"",""Without Sequence"",""136.00"","""","""""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00,""BZN|IT-North"",""Without Sequence"",""136.00"","""","""""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00,""BZN|IT-North"",""Without Sequence"",""136.00"","""","""""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00,""BZN|IT-North"",""Without Sequence"",""136.00"","""","""""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00,""BZN|IT-North"",""Without Sequence"",""141.68"","""","""""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00,""BZN|IT-North"",""Without Sequence"",""141.68"","""","""""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00,""BZN|IT-North"",""Without Sequence"",""141.68"","""","""""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00,""BZN|IT-North"",""Without Sequence"",""141.68"","""","""""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00,""BZN|IT-North"",""Without Sequence"",""137.29"","""","""""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00,""BZN|IT-North"",""Without Sequence"",""137.29"","""","""""
